interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,education,state,congress_district,age_group,vote_trump,vote_biden
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,Another country,Male,South,Not Hispanic,"other race, nec","$45,000 to $49,999","College Degree (such as B.A., B.S.)",NC,NC08,28 to 37,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,South,Not Hispanic,white,"$75,000 to $79,999",High school graduate,WV,WV02,58 to 67,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,South,Not Hispanic,white,"$200,000 to $249,999",Masters degree,FL,FL27,68 to 77,1,0
Only now and then,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$15,000 to $19,999",High school graduate,MN,MN02,58 to 67,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,Midwest,Not Hispanic,white,"$50,000 to $54,999","Completed some college, but no degree",IN,IN03,58 to 67,1,0
Some of the time,Registered,Someone else:,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,Midwest,Not Hispanic,white,"$15,000 to $19,999","Completed some college, but no degree",OH,OH13,38 to 47,0,1
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Liberal,unemployed,The United States,Female,South,Not Hispanic,white,"$125,000 to $149,999",Masters degree,FL,FL22,38 to 47,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Female,Northeast,Not Hispanic,white,"$100,000 to $124,999",Associate Degree,NY,NY25,38 to 47,0,1
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Joe Biden,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,FL19,28 to 37,0,1
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"Less than $14,999","College Degree (such as B.A., B.S.)",ME,ME02,58 to 67,1,0
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,South,Not Hispanic,white,"$80,000 to $84,999","Completed some college, but no degree",FL,FL15,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$20,000 to $24,999",High school graduate,RI,RI01,58 to 67,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,South,Not Hispanic,white,"$100,000 to $124,999",Associate Degree,VA,VA10,58 to 67,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Female,Northeast,Not Hispanic,white,"$60,000 to $64,999",Masters degree,PA,PA12,68 to 77,1,0
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$50,000 to $54,999","Completed some college, but no degree",OH,OH07,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Female,Northeast,Not Hispanic,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,PA03,78 to 87,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,unemployed,The United States,Female,South,Not Hispanic,white,"$100,000 to $124,999","Completed some college, but no degree",VA,VA03,58 to 67,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,employed,The United States,Female,Midwest,Not Hispanic,white,"Less than $14,999","Completed some college, but no degree",IL,IL13,28 to 37,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",KY,KY04,38 to 47,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,South,Not Hispanic,black/african american/negro,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",SC,SC07,18 to 27,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,West,Not Hispanic,white,"$30,000 to $34,999",Completed some high school,CO,CO05,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,West,Not Hispanic,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CO,CO03,78 to 87,1,0
Most of the time,Registered,Someone else:,"Yes, I will vote",I am not sure/don't know,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",GA,GA12,48 to 57,0,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Very Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$200,000 to $249,999",Masters degree,NY,NY13,38 to 47,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Female,Northeast,Not Hispanic,white,"$50,000 to $54,999",High school graduate,NY,NY22,58 to 67,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",KS,KS04,68 to 77,0,1
Only now and then,Not registered,Someone else:,"No, I will not vote but I am eligible",Joe Biden,Liberal,unemployed,The United States,Male,West,Not Hispanic,white,"$15,000 to $19,999",Completed some high school,AZ,AZ08,18 to 27,0,1
Some of the time,Registered,Jill Stein,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Northeast,Ecuadorian,chinese,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",PA,PA03,28 to 37,1,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,South,Not Hispanic,white,"$35,000 to $39,999","Completed some college, but no degree",DE,DE00,48 to 57,0,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Someone else,Moderate,not in labor force,The United States,Male,South,Not Hispanic,white,"$50,000 to $54,999","Completed some college, but no degree",TX,TX26,68 to 77,0,0
Most of the time,Don't know,"Did not vote, but was eligible",Not sure,Joe Biden,Moderate,NA,The United States,Female,Northeast,Not Hispanic,white,NA,High school graduate,PA,PA08,48 to 57,0,1
Most of the time,Registered,Donald Trump,"No, I am not eligible to vote",Donald Trump,Very Liberal,employed,The United States,Female,West,Not Hispanic,white,"$150,000 to $174,999",Doctorate degree,CA,CA37,28 to 37,1,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,South,Not Hispanic,white,"$175,000 to $199,999",Masters degree,TX,TX24,38 to 47,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,South,Not Hispanic,white,"$100,000 to $124,999",Associate Degree,NC,NC13,48 to 57,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Northeast,Not Hispanic,white,"$200,000 to $249,999",Doctorate degree,NY,NY10,38 to 47,1,0
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Donald Trump,Very Conservative,unemployed,The United States,Male,South,Not Hispanic,white,"$40,000 to $44,999",Completed some high school,WV,WV03,18 to 27,1,0
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Donald Trump,Not Sure,employed,Another country,Female,South,Not Hispanic,other asian or pacific islander,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MD,MD02,38 to 47,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,not in labor force,The United States,Female,South,Not Hispanic,chinese,NA,"Completed some graduate, but no degree",MD,MD06,68 to 77,0,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Northeast,Not Hispanic,japanese,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",VT,VT00,48 to 57,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,not in labor force,The United States,Male,South,Not Hispanic,white,NA,"Completed some college, but no degree",MD,MD07,18 to 27,1,0
Most of the time,Registered,Gary Johnson,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,South,Not Hispanic,white,"$45,000 to $49,999","Completed some college, but no degree",NC,NC10,28 to 37,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$250,000 and above","Completed some graduate, but no degree",WI,WI05,58 to 67,1,0
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Female,Midwest,Not Hispanic,white,"$30,000 to $34,999",Associate Degree,IL,IL12,28 to 37,0,1
Some of the time,Not registered,"Did not vote, but was eligible",Not sure,Donald Trump,Not Sure,employed,The United States,Male,Northeast,Not Hispanic,white,"$70,000 to $74,999",High school graduate,PA,PA15,48 to 57,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,South,Not Hispanic,white,"$85,000 to $89,999",Associate Degree,SC,SC05,38 to 47,1,0
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Very Liberal,unemployed,The United States,Female,Midwest,Not Hispanic,white,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IL,IL05,28 to 37,0,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"$75,000 to $79,999","Completed some college, but no degree",PA,PA17,68 to 77,1,0
Most of the time,Not registered,Was not eligible to vote,"No, I will not vote but I am eligible",Donald Trump,Very Conservative,unemployed,The United States,Male,South,Not Hispanic,white,"Less than $14,999",Completed some high school,LA,LA06,58 to 67,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MN,MN05,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Female,South,Not Hispanic,white,"$30,000 to $34,999",Completed some high school,TX,TX32,58 to 67,1,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,Midwest,Not Hispanic,white,"$45,000 to $49,999",High school graduate,IL,IL04,58 to 67,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,employed,The United States,Male,Midwest,Not Hispanic,white,"$45,000 to $49,999","Completed some graduate, but no degree",MO,MO07,68 to 77,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,not in labor force,The United States,Male,South,Not Hispanic,white,"$20,000 to $24,999",Doctorate degree,NC,NC08,58 to 67,0,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,employed,The United States,Male,South,Mexican,white,"$30,000 to $34,999",Other post high school vocational training,WV,WV03,28 to 37,0,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,unemployed,The United States,Male,Midwest,Not Hispanic,white,"$20,000 to $24,999",High school graduate,OH,OH11,58 to 67,0,1
Only now and then,Not registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",I would not vote,Not Sure,employed,The United States,Male,South,Not Hispanic,"other race, nec","$50,000 to $54,999","Completed some college, but no degree",VA,VA11,28 to 37,0,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",I am not sure/don't know,Moderate,employed,Another country,Female,South,Not Hispanic,white,"$150,000 to $174,999",Associate Degree,TX,TX26,58 to 67,0,0
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",I am not sure/don't know,Conservative,employed,The United States,Male,South,Not Hispanic,american indian or alaska native,"$150,000 to $174,999",High school graduate,OK,OK01,18 to 27,0,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,NJ04,28 to 37,0,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,employed,The United States,Male,Northeast,Not Hispanic,white,"$250,000 and above",Masters degree,NY,NY12,38 to 47,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,not in labor force,The United States,Male,Northeast,Not Hispanic,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",NY,NY11,68 to 77,1,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",IL,IL14,58 to 67,1,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,employed,The United States,Male,West,Not Hispanic,white,"$90,000 to $94,999",Completed some high school,CA,CA13,58 to 67,0,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",I am not sure/don't know,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,NJ07,58 to 67,0,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,employed,The United States,Male,Northeast,Not Hispanic,white,"$100,000 to $124,999",Masters degree,NY,NY07,28 to 37,1,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Very Conservative,not in labor force,The United States,Male,Midwest,Not Hispanic,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",OH,OH08,68 to 77,0,1
