gender,household_income,employment,age_group,race_ethnicity,education,n
Male,"$150,000 to $174,999",unemployed,38 to 47,white,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",unemployed,38 to 47,white,Completed some high school,1
Male,"$150,000 to $174,999",unemployed,38 to 47,white,High school graduate,4
Male,"$150,000 to $174,999",unemployed,38 to 47,white,Masters degree,5
Male,"$150,000 to $174,999",unemployed,38 to 47,white,Other post high school vocational training,1
Male,"$150,000 to $174,999",unemployed,48 to 57,black/african american/negro,Associate Degree,1
Male,"$150,000 to $174,999",unemployed,48 to 57,black/african american/negro,High school graduate,1
Male,"$150,000 to $174,999",unemployed,48 to 57,black/african american/negro,Masters degree,1
Male,"$150,000 to $174,999",unemployed,48 to 57,chinese,Associate Degree,1
Male,"$150,000 to $174,999",unemployed,48 to 57,japanese,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",unemployed,48 to 57,other asian or pacific islander,Masters degree,1
Male,"$150,000 to $174,999",unemployed,48 to 57,white,Associate Degree,2
Male,"$150,000 to $174,999",unemployed,48 to 57,white,"College Degree (such as B.A., B.S.)",24
Male,"$150,000 to $174,999",unemployed,48 to 57,white,"Completed some college, but no degree",4
Male,"$150,000 to $174,999",unemployed,48 to 57,white,Completed some high school,1
Male,"$150,000 to $174,999",unemployed,48 to 57,white,High school graduate,7
Male,"$150,000 to $174,999",unemployed,48 to 57,white,Masters degree,9
Male,"$150,000 to $174,999",unemployed,48 to 57,white,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",unemployed,48 to 57,white,Other post high school vocational training,1
Male,"$150,000 to $174,999",unemployed,58 to 67,black/african american/negro,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",unemployed,58 to 67,black/african american/negro,High school graduate,1
Male,"$150,000 to $174,999",unemployed,58 to 67,black/african american/negro,Other post high school vocational training,1
Male,"$150,000 to $174,999",unemployed,58 to 67,other asian or pacific islander,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",unemployed,58 to 67,other asian or pacific islander,High school graduate,1
Male,"$150,000 to $174,999",unemployed,58 to 67,other asian or pacific islander,Masters degree,1
Male,"$150,000 to $174,999",unemployed,58 to 67,"other race, nec",Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",unemployed,58 to 67,"other race, nec",Other post high school vocational training,1
Male,"$150,000 to $174,999",unemployed,58 to 67,white,3rd Grade or less,1
Male,"$150,000 to $174,999",unemployed,58 to 67,white,Associate Degree,5
Male,"$150,000 to $174,999",unemployed,58 to 67,white,"College Degree (such as B.A., B.S.)",16
Male,"$150,000 to $174,999",unemployed,58 to 67,white,"Completed some college, but no degree",6
Male,"$150,000 to $174,999",unemployed,58 to 67,white,Doctorate degree,1
Male,"$150,000 to $174,999",unemployed,58 to 67,white,High school graduate,3
Male,"$150,000 to $174,999",unemployed,58 to 67,white,Masters degree,8
Male,"$150,000 to $174,999",unemployed,68 to 77,white,"College Degree (such as B.A., B.S.)",4
Male,"$150,000 to $174,999",unemployed,68 to 77,white,"Completed some college, but no degree",3
Male,"$150,000 to $174,999",unemployed,68 to 77,white,Doctorate degree,1
Male,"$150,000 to $174,999",unemployed,68 to 77,white,Masters degree,1
Male,"$150,000 to $174,999",unemployed,78 to 87,white,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",unemployed,78 to 87,white,Masters degree,1
Male,"$150,000 to $174,999",not in labor force,18 to 27,"other race, nec","Completed some college, but no degree",1
Male,"$150,000 to $174,999",not in labor force,18 to 27,white,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",not in labor force,28 to 37,american indian or alaska native,Completed some high school,1
Male,"$150,000 to $174,999",not in labor force,28 to 37,black/african american/negro,Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,28 to 37,black/african american/negro,High school graduate,1
Male,"$150,000 to $174,999",not in labor force,28 to 37,"other race, nec","Completed some college, but no degree",2
Male,"$150,000 to $174,999",not in labor force,28 to 37,white,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",not in labor force,28 to 37,white,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",not in labor force,28 to 37,white,High school graduate,1
Male,"$150,000 to $174,999",not in labor force,28 to 37,white,Masters degree,3
Male,"$150,000 to $174,999",not in labor force,28 to 37,white,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",not in labor force,28 to 37,white,Other post high school vocational training,1
Male,"$150,000 to $174,999",not in labor force,38 to 47,american indian or alaska native,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",not in labor force,38 to 47,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",not in labor force,38 to 47,black/african american/negro,Completed some high school,3
Male,"$150,000 to $174,999",not in labor force,38 to 47,black/african american/negro,Other post high school vocational training,2
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,Associate Degree,2
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,"College Degree (such as B.A., B.S.)",8
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,Completed some high school,1
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,Doctorate degree,1
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,High school graduate,2
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,Masters degree,4
Male,"$150,000 to $174,999",not in labor force,38 to 47,white,Other post high school vocational training,4
Male,"$150,000 to $174,999",not in labor force,48 to 57,american indian or alaska native,Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,48 to 57,black/african american/negro,Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",not in labor force,48 to 57,black/african american/negro,"Completed some college, but no degree",3
Male,"$150,000 to $174,999",not in labor force,48 to 57,black/african american/negro,High school graduate,1
Male,"$150,000 to $174,999",not in labor force,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,Associate Degree,9
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,"College Degree (such as B.A., B.S.)",20
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,"Completed some college, but no degree",15
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,Completed some high school,2
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,Doctorate degree,1
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,High school graduate,15
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,Masters degree,11
Male,"$150,000 to $174,999",not in labor force,48 to 57,white,Other post high school vocational training,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,american indian or alaska native,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",not in labor force,58 to 67,american indian or alaska native,Masters degree,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,3rd Grade or less,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,Associate Degree,2
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,"College Degree (such as B.A., B.S.)",14
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,"Completed some college, but no degree",6
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,Completed some high school,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,High school graduate,2
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,Masters degree,8
Male,"$150,000 to $174,999",not in labor force,58 to 67,black/african american/negro,Other post high school vocational training,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,chinese,Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,chinese,Doctorate degree,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,chinese,Masters degree,2
Male,"$150,000 to $174,999",not in labor force,58 to 67,japanese,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",not in labor force,58 to 67,japanese,Masters degree,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,other asian or pacific islander,"College Degree (such as B.A., B.S.)",3
Male,"$150,000 to $174,999",not in labor force,58 to 67,other asian or pacific islander,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",not in labor force,58 to 67,other asian or pacific islander,Masters degree,4
Male,"$150,000 to $174,999",not in labor force,58 to 67,"other race, nec",Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,"other race, nec","College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",not in labor force,58 to 67,"other race, nec","Completed some college, but no degree",5
Male,"$150,000 to $174,999",not in labor force,58 to 67,"other race, nec",Completed some high school,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,"other race, nec",Masters degree,2
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,Associate Degree,44
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,"College Degree (such as B.A., B.S.)",167
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,"Completed some college, but no degree",102
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,Completed some high school,3
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,Doctorate degree,19
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,High school graduate,48
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,Masters degree,172
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",not in labor force,58 to 67,white,Other post high school vocational training,6
Male,"$150,000 to $174,999",not in labor force,68 to 77,american indian or alaska native,Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,american indian or alaska native,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",not in labor force,68 to 77,american indian or alaska native,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",not in labor force,68 to 77,american indian or alaska native,High school graduate,2
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,Associate Degree,3
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,"College Degree (such as B.A., B.S.)",7
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,"Completed some college, but no degree",7
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,Doctorate degree,3
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,High school graduate,3
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,Masters degree,15
Male,"$150,000 to $174,999",not in labor force,68 to 77,black/african american/negro,Middle School - Grades 4 - 8,2
Male,"$150,000 to $174,999",not in labor force,68 to 77,chinese,Doctorate degree,2
Male,"$150,000 to $174,999",not in labor force,68 to 77,chinese,Masters degree,3
Male,"$150,000 to $174,999",not in labor force,68 to 77,japanese,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",not in labor force,68 to 77,japanese,Masters degree,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,other asian or pacific islander,Associate Degree,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,other asian or pacific islander,"College Degree (such as B.A., B.S.)",4
Male,"$150,000 to $174,999",not in labor force,68 to 77,other asian or pacific islander,Doctorate degree,6
Male,"$150,000 to $174,999",not in labor force,68 to 77,other asian or pacific islander,High school graduate,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,other asian or pacific islander,Masters degree,8
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec",3rd Grade or less,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec","College Degree (such as B.A., B.S.)",3
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec","Completed some college, but no degree",3
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec",Completed some high school,3
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec",Doctorate degree,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec",Masters degree,4
Male,"$150,000 to $174,999",not in labor force,68 to 77,"other race, nec",Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",not in labor force,68 to 77,white,3rd Grade or less,2
